INDEX,SHOOTER,X,Y,RANGE,DEFENDER,SCORE
611,Trae Young,-6.984921151588552,16.458497793688878,"(10, 14)",Chris Paul,MISSED
612,Trae Young,-7.737729484165069,15.241988863405481,"(10, 14)",Russell Westbrook,MISSED
613,Trae Young,-12.09978930770268,5.591042222779991,"(10, 14)",Russell Westbrook,MISSED
614,Trae Young,11.598750377483915,5.814459129798749,"(10, 14)",Chris Paul,MISSED
615,Trae Young,-10.81451651017374,12.229210187598985,"(10, 14)",Seth Curry,MISSED
616,Trae Young,-8.446056425296334,12.810089050635273,"(10, 14)",Russell Westbrook,MISSED
617,Trae Young,9.187091262900948,10.596756475733775,"(10, 14)",Russell Westbrook,MISSED
618,Trae Young,-6.925604666162188,15.388034802996877,"(10, 14)",Russell Westbrook,MISSED
619,Trae Young,-10.02740955376456,13.814493717236706,"(10, 14)",Seth Curry,MISSED
620,Trae Young,-8.969267976986876,13.139153121578078,"(10, 14)",Russell Westbrook,MISSED
621,Trae Young,5.01705061507543,17.557337926890447,"(10, 14)",Chris Paul,MISSED
622,Trae Young,15.822873216144751,8.27929969751768,"(15, 19)",Russell Westbrook,MADE
623,Trae Young,-4.024768749530828,23.106295892592843,"(15, 19)",Chris Paul,MADE
624,Trae Young,5.41708425782947,22.434229952237523,"(15, 19)",Chris Paul,MADE
625,Trae Young,-11.954887761288193,18.36992157571055,"(15, 19)",Chris Paul,MADE
626,Trae Young,-14.940555788257978,12.657582081754104,"(15, 19)",Chris Paul,MADE
627,Trae Young,-0.475452746902123,22.74780419989261,"(15, 19)",Chris Paul,MADE
628,Trae Young,12.622290959181898,18.94310767060783,"(15, 19)",Seth Curry,MADE
629,Trae Young,17.875817783551174,10.088948683418812,"(15, 19)",Seth Curry,MADE
630,Trae Young,17.05336824968775,7.145857561185814,"(15, 19)",Chris Paul,MADE
631,Trae Young,-2.5543830049968004,22.497697240901086,"(15, 19)",Russell Westbrook,MADE
632,Trae Young,-16.94021262181977,7.568927948534796,"(15, 19)",Seth Curry,MISSED
633,Trae Young,-12.083583111354812,16.760199409025788,"(15, 19)",Chris Paul,MISSED
634,Trae Young,-17.44529189207919,7.62179494298856,"(15, 19)",Russell Westbrook,MISSED
635,Trae Young,3.3976983654156903,22.72246702381478,"(15, 19)",Russell Westbrook,MISSED
636,Trae Young,8.598306454924792,21.864703540952057,"(15, 19)",Russell Westbrook,MISSED
637,Trae Young,-13.140212276534388,12.544306483119387,"(15, 19)",Russell Westbrook,MISSED
638,Trae Young,12.395296902578158,17.584299403283353,"(15, 19)",Chris Paul,MISSED
639,Trae Young,-2.369442767070862,23.52163189343104,"(15, 19)",Seth Curry,MISSED
640,Trae Young,-12.048233335360123,18.614177897971864,"(15, 19)",Russell Westbrook,MISSED
641,Trae Young,7.106483602454217,20.04107130503017,"(15, 19)",Russell Westbrook,MISSED
642,Trae Young,13.101484880027222,18.709149714945497,"(15, 19)",Chris Paul,MISSED
643,Trae Young,-7.122288814366458,20.358529426286836,"(15, 19)",Russell Westbrook,MISSED
644,Trae Young,2.351855360123003,21.70248937726798,"(15, 19)",Russell Westbrook,MISSED
645,Trae Young,-18.552605644647667,8.640809928647052,"(15, 19)",Chris Paul,MISSED
646,Trae Young,2.0903402187652573,27.31088066571904,"(20, 24)",Russell Westbrook,MADE
647,Trae Young,-18.4934385686525,14.228514797864454,"(20, 24)",Russell Westbrook,MADE
648,Trae Young,-4.213858467207134,27.93666558091108,"(20, 24)",Chris Paul,MADE
649,Trae Young,-22.630213995120027,11.976512084889546,"(20, 24)",Russell Westbrook,MADE
650,Trae Young,22.12104506426239,10.073227348296477,"(20, 24)",Chris Paul,MADE
651,Trae Young,22.726533759066594,11.77627755380463,"(20, 24)",Chris Paul,MADE
652,Trae Young,-21.73999390868085,9.019586428334165,"(20, 24)",Chris Paul,MADE
653,Trae Young,20.038554746593253,17.101815042921103,"(20, 24)",Russell Westbrook,MADE
654,Trae Young,16.333840213842947,17.200023221300004,"(20, 24)",Chris Paul,MADE
655,Trae Young,-19.75640376806384,17.91621652807195,"(20, 24)",Seth Curry,MADE
656,Trae Young,21.93740482418137,12.575370522044913,"(20, 24)",Seth Curry,MADE
657,Trae Young,-20.175742898675058,13.195006544724142,"(20, 24)",Chris Paul,MADE
658,Trae Young,-10.548973434958636,25.606017006235007,"(20, 24)",Seth Curry,MADE
659,Trae Young,12.173894844828364,23.178710273841183,"(20, 24)",Chris Paul,MADE
660,Trae Young,12.501306432972346,22.812991442854557,"(20, 24)",Chris Paul,MISSED
661,Trae Young,19.708343354505843,16.187016556285315,"(20, 24)",Russell Westbrook,MISSED
662,Trae Young,-15.877846475888711,22.627815982255033,"(20, 24)",Chris Paul,MISSED
663,Trae Young,-20.325334227637903,17.750627555944202,"(20, 24)",Russell Westbrook,MISSED
664,Trae Young,8.70998745282726,26.789917926964243,"(20, 24)",Seth Curry,MISSED
665,Trae Young,23.37275574286805,9.952529264437693,"(20, 24)",Chris Paul,MISSED
666,Trae Young,16.680449326148977,19.91366842938086,"(20, 24)",Seth Curry,MISSED
667,Trae Young,-23.10198333409741,11.388825914371854,"(20, 24)",Russell Westbrook,MISSED
668,Trae Young,-0.2371763358319819,28.091387176344757,"(20, 24)",Russell Westbrook,MISSED
669,Trae Young,20.576089940069892,15.904100997639873,"(20, 24)",Chris Paul,MISSED
670,Trae Young,-22.03940187248941,9.504996565298256,"(20, 24)",Seth Curry,MISSED
671,Trae Young,20.65117098727364,16.49178475546391,"(20, 24)",Seth Curry,MISSED
672,Trae Young,-19.781216071636813,8.93253776235118,"(20, 24)",Seth Curry,MISSED
673,Trae Young,13.262450120141304,24.47432836707828,"(20, 24)",Seth Curry,MISSED
674,Trae Young,12.447930025624702,24.875669188977533,"(20, 24)",Seth Curry,MISSED
675,Trae Young,-20.649734405365983,14.29217676591435,"(20, 24)",Chris Paul,MISSED
676,Trae Young,-0.1420656433385608,27.879460984398545,"(20, 24)",Seth Curry,MISSED
677,Trae Young,24.11756984412264,19.066937698682192,"(25, 29)",Russell Westbrook,MADE
678,Trae Young,-9.411902038991796,31.8040303188247,"(25, 29)",Russell Westbrook,MADE
679,Trae Young,23.952741768012565,14.287886766326055,"(25, 29)",Russell Westbrook,MADE
680,Trae Young,-24.232051962286132,5.895694588637305,"(25, 29)",Chris Paul,MADE
681,Trae Young,-22.63672748508901,17.06489100635954,"(25, 29)",Seth Curry,MADE
682,Trae Young,24.767550747320414,16.956274081813454,"(25, 29)",Chris Paul,MADE
683,Trae Young,-24.232051962286132,10.30862904983789,"(25, 29)",Seth Curry,MADE
684,Trae Young,-24.232051962286132,9.90905457997533,"(25, 29)",Seth Curry,MADE
685,Trae Young,15.549466241295564,28.64101129274395,"(25, 29)",Chris Paul,MADE
686,Trae Young,-2.0342363785757227,32.038220001180775,"(25, 29)",Seth Curry,MADE
687,Trae Young,23.952741768012565,9.374010125564709,"(25, 29)",Chris Paul,MADE
688,Trae Young,-24.232051962286132,11.892741641889579,"(25, 29)",Russell Westbrook,MADE
689,Trae Young,-24.675599136049765,11.831564425014772,"(25, 29)",Seth Curry,MADE
690,Trae Young,-24.232051962286132,6.133504910205181,"(25, 29)",Seth Curry,MADE
691,Trae Young,15.430518254274071,26.530191433447616,"(25, 29)",Chris Paul,MADE
692,Trae Young,23.952741768012565,8.223650952723103,"(25, 29)",Russell Westbrook,MADE
693,Trae Young,23.952741768012565,16.179933702708308,"(25, 29)",Chris Paul,MADE
694,Trae Young,23.952741768012565,14.053580356584815,"(25, 29)",Russell Westbrook,MADE
695,Trae Young,-4.245299450074149,33.00103055067472,"(25, 29)",Seth Curry,MADE
696,Trae Young,-24.232051962286132,12.466576690333,"(25, 29)",Chris Paul,MADE
697,Trae Young,20.91301926187948,24.888580153558934,"(25, 29)",Chris Paul,MADE
698,Trae Young,16.578419122428986,26.787065065430905,"(25, 29)",Chris Paul,MADE
699,Trae Young,-24.362822209631425,16.232521515778345,"(25, 29)",Chris Paul,MADE
700,Trae Young,16.473361848485553,26.542632188674467,"(25, 29)",Chris Paul,MADE
701,Trae Young,14.077942649405651,29.807462275459045,"(25, 29)",Russell Westbrook,MADE
702,Trae Young,18.313252028692737,25.934704257277232,"(25, 29)",Chris Paul,MADE
703,Trae Young,-7.302160295021284,32.0498060826785,"(25, 29)",Chris Paul,MADE
704,Trae Young,12.000009575484668,30.54457745364777,"(25, 29)",Chris Paul,MADE
705,Trae Young,-12.65134348669438,31.059621128329084,"(25, 29)",Russell Westbrook,MADE
706,Trae Young,23.952741768012565,12.446090958408071,"(25, 29)",Seth Curry,MADE
707,Trae Young,-15.255063012869408,28.956935349599423,"(25, 29)",Russell Westbrook,MADE
708,Trae Young,11.2048359685554,28.197672308947325,"(25, 29)",Seth Curry,MISSED
709,Trae Young,23.952741768012565,18.21070711738435,"(25, 29)",Russell Westbrook,MISSED
710,Trae Young,22.079391012476343,22.061476153078893,"(25, 29)",Russell Westbrook,MISSED
711,Trae Young,-5.479893345035856,30.404620502684647,"(25, 29)",Russell Westbrook,MISSED
712,Trae Young,-3.6738737370421544,32.50621980190481,"(25, 29)",Seth Curry,MISSED
713,Trae Young,-24.232051962286132,10.713298354038617,"(25, 29)",Chris Paul,MISSED
714,Trae Young,23.952741768012565,12.051555759526956,"(25, 29)",Russell Westbrook,MISSED
715,Trae Young,-24.232051962286132,6.659229141456876,"(25, 29)",Russell Westbrook,MISSED
716,Trae Young,23.952741768012565,16.199160070317006,"(25, 29)",Russell Westbrook,MISSED
717,Trae Young,12.343291476129371,31.003215889916063,"(25, 29)",Seth Curry,MISSED
718,Trae Young,-22.29778897087564,21.302899630307333,"(25, 29)",Russell Westbrook,MISSED
719,Trae Young,22.498081874973565,19.860888416807306,"(25, 29)",Russell Westbrook,MISSED
720,Trae Young,15.687541350412255,28.77598521731452,"(25, 29)",Russell Westbrook,MISSED
721,Trae Young,-20.383903075281594,22.742719732316548,"(25, 29)",Seth Curry,MISSED
722,Trae Young,10.873111700226998,30.308603748865902,"(25, 29)",Russell Westbrook,MISSED
723,Trae Young,-24.5241511114514,20.282808079121672,"(25, 29)",Seth Curry,MISSED
724,Trae Young,-9.953960567025042,32.12911456215761,"(25, 29)",Seth Curry,MISSED
725,Trae Young,23.952741768012565,10.975723481526881,"(25, 29)",Chris Paul,MISSED
726,Trae Young,-19.509127680873476,26.371048145979735,"(25, 29)",Russell Westbrook,MISSED
727,Trae Young,-15.82339712906708,27.557905648975005,"(25, 29)",Seth Curry,MISSED
728,Trae Young,-9.006896053832568,30.471859883590312,"(25, 29)",Chris Paul,MISSED
729,Trae Young,23.952741768012565,7.4784558056450265,"(25, 29)",Seth Curry,MISSED
730,Trae Young,23.952741768012565,13.178859517629526,"(25, 29)",Chris Paul,MISSED
731,Trae Young,-20.198782718386344,21.819460568579103,"(25, 29)",Chris Paul,MISSED
732,Trae Young,-7.113114865370017,31.065202846953355,"(25, 29)",Russell Westbrook,MISSED
733,Trae Young,-24.232051962286132,16.25664184814148,"(25, 29)",Chris Paul,MISSED
734,Trae Young,7.257923913765869,32.35459882169742,"(25, 29)",Chris Paul,MISSED
735,Trae Young,-7.288947588737106,30.33746839632672,"(25, 29)",Russell Westbrook,MISSED
736,Trae Young,12.232019511039573,30.303358511848774,"(25, 29)",Chris Paul,MISSED
737,Trae Young,0.6850448123985212,31.372713266573577,"(25, 29)",Seth Curry,MISSED
738,Trae Young,23.952741768012565,11.47454434445548,"(25, 29)",Chris Paul,MISSED
739,Trae Young,4.508030492416572,33.218035021795544,"(25, 29)",Seth Curry,MISSED
740,Trae Young,23.952741768012565,14.798480395930142,"(25, 29)",Russell Westbrook,MISSED
741,Trae Young,-24.232051962286132,5.4412263319475045,"(25, 29)",Chris Paul,MISSED
742,Trae Young,20.912865726295536,24.63858120032001,"(25, 29)",Chris Paul,MISSED
743,Trae Young,23.952741768012565,9.224575005593609,"(25, 29)",Russell Westbrook,MISSED
744,Trae Young,14.851354805900442,27.26287948380237,"(25, 29)",Chris Paul,MISSED
745,Trae Young,21.356398504461158,24.44395608078075,"(25, 29)",Seth Curry,MISSED
746,Trae Young,-24.232051962286132,11.264043528403146,"(25, 29)",Chris Paul,MISSED
747,Trae Young,-24.232051962286132,12.418523111973219,"(25, 29)",Russell Westbrook,MISSED
748,Trae Young,23.952741768012565,15.375176185057526,"(25, 29)",Russell Westbrook,MISSED
749,Trae Young,-11.38748553416458,31.651174610201743,"(25, 29)",Seth Curry,MISSED
750,Trae Young,9.68211448578699,30.982793239357335,"(25, 29)",Chris Paul,MISSED
751,Trae Young,-24.232051962286132,17.11584486927517,"(25, 29)",Russell Westbrook,MISSED
752,Trae Young,-24.677397018482093,14.893319931507627,"(25, 29)",Russell Westbrook,MISSED
753,Trae Young,-23.87831375015047,18.349684630431014,"(25, 29)",Russell Westbrook,MISSED
754,Trae Young,-1.9915418153642583,32.45506877965812,"(25, 29)",Seth Curry,MISSED
755,Trae Young,24.201666179311463,16.640420961483457,"(25, 29)",Russell Westbrook,MISSED
756,Trae Young,23.952741768012565,15.958708164905907,"(25, 29)",Russell Westbrook,MISSED
757,Trae Young,-22.363097600488032,20.733005482578015,"(25, 29)",Russell Westbrook,MISSED
758,Trae Young,22.170661458341925,19.91178375601293,"(25, 29)",Seth Curry,MISSED
759,Trae Young,-19.822670538071335,25.338814176156404,"(25, 29)",Seth Curry,MISSED
760,Trae Young,-18.62966551849097,26.614916136540387,"(25, 29)",Russell Westbrook,MISSED
761,Trae Young,-12.780994803636558,30.01573580840901,"(25, 29)",Russell Westbrook,MISSED
762,Trae Young,22.388883736280864,23.43174049803704,"(25, 29)",Seth Curry,MISSED
763,Trae Young,2.430785813363042,32.261759611607786,"(25, 29)",Russell Westbrook,MISSED
764,Trae Young,-12.829642710371877,30.578219291786155,"(25, 29)",Chris Paul,MISSED
765,Trae Young,23.952741768012565,10.201821592410134,"(25, 29)",Seth Curry,MISSED
766,Trae Young,23.952741768012565,16.92924713862206,"(25, 29)",Seth Curry,MISSED
767,Trae Young,-24.856870374233807,13.280661605549641,"(25, 29)",Russell Westbrook,MISSED
768,Trae Young,2.793804062101493,31.063560116756932,"(25, 29)",Seth Curry,MISSED
769,Trae Young,-6.965520769886943,30.39233416651736,"(25, 29)",Chris Paul,MISSED
770,Trae Young,-18.987231549960963,24.5181902502255,"(25, 29)",Chris Paul,MISSED
771,Trae Young,23.952741768012565,15.324875131741734,"(25, 29)",Russell Westbrook,MISSED
772,Trae Young,6.221765612189241,30.756008078222877,"(25, 29)",Seth Curry,MISSED
773,Trae Young,16.397466628007777,27.66032338389484,"(25, 29)",Chris Paul,MISSED
774,Trae Young,-11.257103874812657,30.713096624063752,"(25, 29)",Russell Westbrook,MISSED
775,Trae Young,-11.2893706409216,31.064196753962094,"(25, 29)",Chris Paul,MISSED
